timestamp,switchID_t3, ingress_port3, egress_port3, egress_spec3, ingress_global_timestamp3, egress_global_timestamp3, enq_timestamp3, enq_qdepth3, deq_timedelta3, deq_qdepth3,switchID_t2, ingress_port2, egress_port2, egress_spec2, ingress_global_timestamp2, egress_global_timestamp2, enq_timestamp2, enq_qdepth2, deq_timedelta2, deq_qdepth2,switchID_t1, ingress_port1, egress_port1, egress_spec1, ingress_global_timestamp1, egress_global_timestamp1, enq_timestamp1, enq_qdepth1, deq_timedelta1, deq_qdepth1
1648578677,3,0,1,0,33525231,33525399,33525363,0,38,0,2,0,1,0,64606888,64607056,64607020,0,38,0,1,0,1,0,94655214,94655384,94655347,0,39,0
1648578678,3,0,1,0,34544874,34544906,34544894,0,13,0,2,0,1,0,65620707,65623934,65623919,0,16,0,1,0,1,0,95668041,95668676,95668479,6,198,8
1648578679,3,0,1,0,35549799,35549848,35549834,0,15,0,2,0,1,0,66632205,66632251,66632238,0,14,0,1,0,1,0,96681265,96681308,96681296,0,13,0
1648578680,3,0,1,0,36596888,36596925,36596915,0,11,0,2,0,1,0,67672499,67672535,67672525,0,11,0,1,0,1,0,97711101,97712213,97711119,8,1095,7
1648578681,3,0,1,0,37619132,37619177,37619162,0,16,0,2,0,1,0,68684397,68688093,68685009,15,3085,16,1,0,1,0,98727628,98727666,98727655,0,12,0
1648578682,3,0,1,0,38648315,38648494,38648469,1,26,1,2,0,1,0,69725627,69727277,69727233,0,98,0,1,0,1,0,99744503,99773739,99773725,0,16,0
1648578683,3,0,1,0,39636058,39669626,39669609,0,18,0,2,0,1,0,70718336,70718415,70718394,0,23,0,1,0,1,0,100765735,100765839,100765804,0,37,0
1648578684,3,0,1,0,40753400,40753726,40753711,0,16,0,2,0,1,0,71800961,71817195,71805541,70,11657,79,1,0,1,0,101831489,101831517,101831507,0,11,0
1648578685,3,0,1,0,41720645,41748001,41747988,0,14,0,2,0,1,0,72796928,72796968,72796958,0,11,0,1,0,1,0,102808747,102816443,102808767,78,7678,12
1648578686,3,0,1,0,42709111,42709501,42709284,1,219,0,2,0,1,0,73788773,73788806,73788796,0,11,0,1,0,1,0,103834953,103836576,103836334,0,245,0
