timestamp;droppedFrames;bufferLevel;frameRate;bitrate;calculatedBitrate;resolution
1648574115798;0;7.284;30;3312;3177;1280x720
1648574116798;0;14.263;30;3312;3795;1280x720
1648574117793;0;21.272;30;3312;4689;1280x720
1648574118793;0;24.508;30;3312;5380;1280x720
1648574119798;0;31.48;30;3312;6107;1280x720
1648574120788;0;7.284;30;3312;3721;1280x720
1648574120799;0;38.268;30;3312;6900;1280x720
1648574121788;0;14.263;30;3312;3815;1280x720
1648574121789;0;41.296;30;3312;7610;1280x720
1648574122789;0;44.417;30;3312;8182;1280x720
1648574122790;0;21.272;30;3312;3494;1280x720
1648574123817;0;24.508;30;3312;3472;1280x720
1648574123817;0;47.422;30;3312;8853;1280x720
1648574124797;0;50.431;30;3312;9547;1280x720
1648574124798;0;31.48;30;3312;3440;1280x720
1648574125788;0;7.284;30;3312;3504;1280x720
1648574125789;1;53.426;30;3312;10403;1280x720
1648574125800;0;38.268;30;3312;3520;1280x720
1648574126789;0;14.263;30;3312;3353;1280x720
1648574126789;1;56.431;30;3312;10963;1280x720
1648574126789;0;41.296;30;3312;3353;1280x720
1648574127789;0;44.417;30;3312;3393;1280x720
1648574127797;2;55.441;30;3312;11576;1280x720
1648574127797;0;21.272;30;3312;3393;1280x720
1648574128789;0;24.508;30;3312;3390;1280x720
1648574128793;0;47.422;30;3312;3390;1280x720
1648574128820;3;58.46;30;3312;12277;1280x720
1648574129788;0;50.431;30;3312;3282;1280x720
1648574129788;0;31.48;30;3312;3282;1280x720
1648574129797;4;57.466;30;3312;12840;1280x720
1648574130788;0;7.284;30;3312;3023;1280x720
1648574130788;4;60.463;30;3312;13426;1280x720
1648574130789;1;53.426;30;3312;3023;1280x720
1648574130808;0;38.268;30;3312;3006;1280x720
1648574131789;5;59.541;30;3312;14050;1280x720
1648574131789;0;14.263;30;3312;3087;1280x720
1648574131789;1;56.431;30;3312;3087;1280x720
1648574131789;0;41.296;30;3312;3087;1280x720
1648574132788;0;44.417;30;3312;3223;1280x720
1648574132789;6;58.554;30;3312;14798;1280x720
1648574132789;2;55.441;30;3312;3223;1280x720
1648574132790;0;21.272;30;3312;3223;1280x720
1648574133789;0;24.508;30;3312;3322;1280x720
