timestamp;droppedFrames;bufferLevel;frameRate;bitrate;calculatedBitrate;resolution
1648568963209;0;3.958;30;3312;2902;1280x720
1648568964206;0;7.145;30;3312;3532;1280x720
1648568965212;0;10.139;30;3312;4117;1280x720
1648568966207;0;13.151;30;3312;4877;1280x720
1648568967211;1;12.154;30;3312;5515;1280x720
1648568968207;1;15.322;30;3312;6215;1280x720
1648568968208;0;3.958;30;3312;3313;1280x720
1648568969206;0;7.145;30;3312;3519;1280x720
1648568969206;1;14.399;30;3312;7050;1280x720
1648568970210;1;17.271;30;3312;7744;1280x720
1648568970212;0;10.139;30;3312;3655;1280x720
1648568971208;0;13.151;30;3312;3505;1280x720
1648568971228;1;16.22;30;3312;8382;1280x720
1648568972206;1;12.154;30;3312;3538;1280x720
1648568972210;1;15.383;30;3312;9053;1280x720
1648568973208;1;15.322;30;3312;3570;1280x720
1648568973211;1;18.395;30;3312;9786;1280x720
1648568973211;0;3.958;30;3312;3570;1280x720
1648568974206;1;17.396;30;3312;10644;1280x720
1648568974207;0;7.145;30;3312;3593;1280x720
1648568974207;1;14.399;30;3312;3593;1280x720
1648568975206;1;16.398;30;3312;11252;1280x720
1648568975212;1;17.271;30;3312;3508;1280x720
1648568975213;0;10.139;30;3312;3481;1280x720
1648568976208;0;13.151;30;3312;3531;1280x720
1648568976208;1;16.22;30;3312;3531;1280x720
1648568976208;1;19.401;30;3312;11913;1280x720
1648568977206;1;18.407;30;3312;12355;1280x720
1648568977206;1;12.154;30;3312;3301;1280x720
1648568977212;1;15.383;30;3312;3501;1280x720
1648568978215;1;15.322;30;3312;3379;1280x720
1648568978215;1;18.395;30;3312;3379;1280x720
1648568978216;1;17.683;30;3312;13165;1280x720
1648568978216;0;3.958;30;3312;3379;1280x720
1648568979208;1;17.396;30;3312;2920;1280x720
1648568979209;0;7.145;30;3312;2920;1280x720
1648568979209;1;14.399;30;3312;2920;1280x720
1648568979209;1;20.385;30;3312;13564;1280x720
1648568980212;1;19.381;30;3312;14369;1280x720
1648568980212;1;16.398;30;3312;3117;1280x720
1648568980212;1;17.271;30;3312;3117;1280x720
1648568980213;0;10.139;30;3312;3117;1280x720
1648568981206;0;13.151;30;3312;3233;1280x720
1648568981207;1;16.22;30;3312;3233;1280x720
1648568981211;1;19.401;30;3312;3233;1280x720
1648568981213;2;18.386;30;3312;15146;1280x720
1648568982208;2;21.382;30;3312;15732;1280x720
1648568982208;1;18.407;30;3312;3377;1280x720
1648568982208;1;12.154;30;3312;3377;1280x720
1648568982210;1;15.383;30;3312;3178;1280x720
1648568983212;1;15.322;30;3312;3264;1280x720
1648568983212;1;18.395;30;3312;3264;1280x720
1648568983212;1;17.683;30;3312;3264;1280x720
1648568983213;0;3.958;30;3312;3264;1280x720
1648568983215;3;20.382;30;3312;16429;1280x720
1648568984210;1;17.396;30;3312;3446;1280x720
1648568984210;0;7.145;30;3312;3446;1280x720
1648568984210;1;14.399;30;3312;3446;1280x720
1648568984211;1;20.385;30;3312;3446;1280x720
1648568984211;4;19.398;30;3312;17010;1280x720
1648568985206;1;19.381;30;3312;3311;1280x720
1648568985206;1;16.398;30;3312;3311;1280x720
1648568985256;1;17.271;30;3312;3341;1280x720
1648568985256;4;22.419;30;3312;17710;1280x720
1648568985262;0;10.139;30;3312;3341;1280x720
1648568986207;0;13.151;30;3312;3202;1280x720
1648568986207;4;21.449;30;3312;18349;1280x720
1648568986207;1;16.22;30;3312;3202;1280x720
1648568986212;1;19.401;30;3312;3202;1280x720
1648568986212;2;18.386;30;3312;3202;1280x720
1648568987206;2;21.382;30;3312;3338;1280x720
1648568987206;1;18.407;30;3312;3338;1280x720
1648568987206;1;12.154;30;3312;3338;1280x720
1648568987212;4;20.476;30;3312;19069;1280x720
1648568987212;1;15.383;30;3312;3338;1280x720
1648568988206;1;15.322;30;3312;3314;1280x720
1648568988212;1;18.395;30;3312;3314;1280x720
1648568988214;1;17.683;30;3312;3314;1280x720
1648568988214;0;3.958;30;3312;3314;1280x720
1648568988215;4;19.501;30;3312;19744;1280x720
1648568988216;3;20.382;30;3312;3314;1280x720
1648568989208;1;17.396;30;3312;3453;1280x720
1648568989208;0;7.145;30;3312;3453;1280x720
1648568989208;1;14.399;30;3312;3453;1280x720
1648568989209;1;20.385;30;3312;3453;1280x720
1648568989209;4;19.398;30;3312;3453;1280x720
1648568989231;5;18.493;30;3312;20463;1280x720
1648568990206;1;19.381;30;3312;3429;1280x720
1648568990207;5;21.496;30;3312;21109;1280x720
1648568990207;1;16.398;30;3312;3429;1280x720
1648568990207;1;17.271;30;3312;3399;1280x720
1648568990230;4;22.419;30;3312;3399;1280x720
1648568990231;0;10.139;30;3312;3399;1280x720
1648568991232;0;13.151;30;3312;3439;1280x720
1648568991232;4;21.449;30;3312;3439;1280x720
1648568991232;6;20.518;30;3312;21787;1280x720
1648568991232;1;16.22;30;3312;3439;1280x720
1648568991232;1;19.401;30;3312;3439;1280x720
1648568991232;2;18.386;30;3312;3439;1280x720
1648568992206;2;21.382;30;3312;3352;1280x720
1648568992206;1;18.407;30;3312;3352;1280x720
1648568992206;8;19.521;30;3312;22422;1280x720
1648568992207;1;12.154;30;3312;3352;1280x720
1648568992210;4;20.476;30;3312;3352;1280x720
1648568992211;1;15.383;30;3312;3352;1280x720
1648568993206;1;15.322;30;3312;3314;1280x720
1648568993207;8;18.702;30;3312;23100;1280x720
1648568993207;1;18.395;30;3312;3356;1280x720
1648568993210;1;17.683;30;3312;3356;1280x720
1648568993214;0;3.958;30;3312;3356;1280x720
1648568993214;4;19.501;30;3312;3356;1280x720
1648568993225;3;20.382;30;3312;3356;1280x720
1648568994208;1;17.396;30;3312;3220;1280x720
1648568994208;0;7.145;30;3312;3220;1280x720
1648568994208;1;14.399;30;3312;3220;1280x720
1648568994208;1;20.385;30;3312;3220;1280x720
1648568994208;9;21.772;30;3312;23683;1280x720
1648568994209;4;19.398;30;3312;3220;1280x720
1648568994210;5;18.493;30;3312;3220;1280x720
1648568995206;1;19.381;30;3312;3245;1280x720
1648568995207;5;21.496;30;3312;3245;1280x720
1648568995207;1;16.398;30;3312;3245;1280x720
1648568995207;9;20.755;30;3312;24353;1280x720
1648568995207;1;17.271;30;3312;3245;1280x720
1648568995215;4;22.419;30;3312;3245;1280x720
1648568995215;0;10.139;30;3312;3245;1280x720
1648568996206;0;13.151;30;3312;3290;1280x720
1648568996207;4;21.449;30;3312;3290;1280x720
1648568996207;6;20.518;30;3312;3290;1280x720
1648568996207;1;16.22;30;3312;3290;1280x720
1648568996208;1;19.401;30;3312;3290;1280x720
1648568996209;2;18.386;30;3312;3290;1280x720
1648568996238;9;19.763;30;3312;25078;1280x720
1648568997217;9;18.782;30;3312;25694;1280x720
1648568997217;2;21.382;30;3312;3273;1280x720
1648568997217;1;18.407;30;3312;3273;1280x720
1648568997217;8;19.521;30;3312;3273;1280x720
1648568997217;1;12.154;30;3312;3273;1280x720
1648568997218;4;20.476;30;3312;3273;1280x720
1648568997218;1;15.383;30;3312;3273;1280x720
1648568998206;1;15.322;30;3312;3301;1280x720
1648568998206;9;17.791;30;3312;26360;1280x720
1648568998208;8;18.702;30;3312;3260;1280x720
1648568998208;1;18.395;30;3312;3260;1280x720
1648568998209;1;17.683;30;3312;3260;1280x720
1648568998209;0;3.958;30;3312;3260;1280x720
1648568998212;4;19.501;30;3312;3292;1280x720
1648568998219;3;20.382;30;3312;3292;1280x720
1648568999215;1;17.396;30;3312;3407;1280x720
1648568999215;0;7.145;30;3312;3407;1280x720
1648568999215;1;14.399;30;3312;3407;1280x720
1648568999215;1;20.385;30;3312;3407;1280x720
1648568999215;9;20.785;30;3312;27090;1280x720
1648568999215;9;21.772;30;3312;3407;1280x720
1648568999222;4;19.398;30;3312;3407;1280x720
1648568999229;5;18.493;30;3312;3413;1280x720
1648569000210;1;19.381;30;3312;3463;1280x720
1648569000210;9;19.804;30;3312;27816;1280x720
1648569000210;5;21.496;30;3312;3463;1280x720
1648569000210;1;16.398;30;3312;3463;1280x720
1648569000210;9;20.755;30;3312;3463;1280x720
